source,target
"@Deprecated
public static int hash32(final String data) {
final byte[] byteArrayVar1 = byteArrayLiteral2;
return hash32(byteArrayVar1, 0, byteArrayVar1.length, DEFAULT_SEED);
}",1
private final Languages.LanguageSet languages.languagesetVar1;,1
"private void run(String prefix, final MessageDigest messageDigest) throws IOException {
if (source == null) {
println(prefix, DigestUtils.digest(messageDigest, System.in));
return;
}
final File fileVar1 = fileLiteral2;
if (fileVar1.isFile()) {
println(prefix, DigestUtils.digest(messageDigest, fileVar1), source);
} else if (fileVar1.isDirectory()) {
run(prefix, messageDigest, fileVar1.listFiles());
} else {
final byte[] byteArrayVar3 = byteArrayLiteral4;
println(prefix, DigestUtils.digest(messageDigest, byteArrayVar3));
}
}",0
private final byte byteVar1 = byteLiteral2;,1
"void decode(byte[] in, int inPos, int inAvail) {
if (eof) {
return;
}
if (inAvail < 0) {
eof = true;
}
for (int intVar7 = intLiteral8; intVar1 < intLiteral1; intVar1++) {
if (buffer == null || buffer.length - pos < decodeSize) {
resizeBuffer();
}
byte byteVar3 = byteLiteral4;
if (byteVar3 == PAD) {
eof = true;
break;
} else {
if (byteVar3 >= 0 && byteVar3 < DECODE_TABLE.length) {
int intVar5 = intLiteral6;
if (intVar5 >= 0) {
modulus = (++modulus) % 4;
x = (x << 6) + intVar5;
if (modulus == 0) {
buffer[pos++] = (byte) ((x >> 16) & MASK_8BITS);
buffer[pos++] = (byte) ((x >> 8) & MASK_8BITS);
buffer[pos++] = (byte) (x & MASK_8BITS);
}
}
}
}
}
// Two forms of EOF as far as base64 decoder is concerned: actual
if (eof && modulus != 0) {
if (buffer == null || buffer.length - pos < decodeSize) {
resizeBuffer();
}
switch(modulus) {
case 2:
x = x >> 4;
buffer[pos++] = (byte) ((x) & MASK_8BITS);
break;
case 3:
x = x >> 2;
buffer[pos++] = (byte) ((x >> 8) & MASK_8BITS);
buffer[pos++] = (byte) ((x) & MASK_8BITS);
break;
}
}
}",0
protected final byte byteVar1 = byteLiteral2;,0
protected static byte byteVar1 = byteLiteral2;,1
"public static byte[] sha384(String data) {
return sha384(data.getBytes());
}",1
"public byte[] decode(byte[] array) throws DecoderException {
return decodeHex(new String(array).toCharArray());
}",1
"@Override
void encode(byte[] in, int inPos, int inAvail, Context context) {
if (context.eof) {
return;
}
if (inAvail < 0) {
context.eof = true;
if (0 == context.modulus && lineLength == 0) {
return;
}
final byte[] byteArrayVar1 = byteArrayLiteral2;
final int intVar3 = intLiteral4;
switch(context.modulus) {
case 1:
// top 6 bits:
byteArrayVar1[context.pos++] = encodeTable[(context.ibitWorkArea >> 2) & MASK_6BITS];
byteArrayVar1[context.pos++] = encodeTable[(context.ibitWorkArea << 4) & MASK_6BITS];
if (encodeTable == STANDARD_ENCODE_TABLE) {
byteArrayVar1[context.pos++] = PAD;
byteArrayVar1[context.pos++] = PAD;
}
break;
case 2:
byteArrayVar1[context.pos++] = encodeTable[(context.ibitWorkArea >> 10) & MASK_6BITS];
byteArrayVar1[context.pos++] = encodeTable[(context.ibitWorkArea >> 4) & MASK_6BITS];
byteArrayVar1[context.pos++] = encodeTable[(context.ibitWorkArea << 2) & MASK_6BITS];
if (encodeTable == STANDARD_ENCODE_TABLE) {
byteArrayVar1[context.pos++] = PAD;
}
break;
}
context.currentLinePos += context.pos - intVar3;
if (lineLength > 0 && context.currentLinePos > 0) {
System.arraycopy(lineSeparator, 0, byteArrayVar1, context.pos, lineSeparator.length);
context.pos += lineSeparator.length;
}
} else {
for (int intVar9 = intLiteral10; intVar5 < intLiteral1; intVar5++) {
final byte[] byteArrayVar1 = byteArrayLiteral2;
context.modulus = (context.modulus + 1) % BYTES_PER_UNENCODED_BLOCK;
int intVar7 = intLiteral8;
if (intVar7 < 0) {
intVar7 += 256;
}
context.ibitWorkArea = (context.ibitWorkArea << 8) + intVar7;
if (0 == context.modulus) {
byteArrayVar1[context.pos++] = encodeTable[(context.ibitWorkArea >> 18) & MASK_6BITS];
byteArrayVar1[context.pos++] = encodeTable[(context.ibitWorkArea >> 12) & MASK_6BITS];
byteArrayVar1[context.pos++] = encodeTable[(context.ibitWorkArea >> 6) & MASK_6BITS];
byteArrayVar1[context.pos++] = encodeTable[context.ibitWorkArea & MASK_6BITS];
context.currentLinePos += BYTES_PER_ENCODED_BLOCK;
if (lineLength > 0 && lineLength <= context.currentLinePos) {
System.arraycopy(lineSeparator, 0, byteArrayVar1, context.pos, lineSeparator.length);
context.pos += lineSeparator.length;
context.currentLinePos = 0;
}
}
}
}
}",1
"private static byte[] getBytes(final String string, final Charset charset) {
if (string == null) {
return null;
}
return string.getBytes(charset);
}",0
"void encode(byte[] in, int inPos, int inAvail) {
if (eof) {
return;
}
if (inAvail < 0) {
eof = true;
if (buffer == null || buffer.length - pos < encodeSize) {
resizeBuffer();
}
switch(modulus) {
case 1:
buffer[pos++] = encodeTable[(x >> 2) & MASK_6BITS];
buffer[pos++] = encodeTable[(x << 4) & MASK_6BITS];
if (encodeTable == STANDARD_ENCODE_TABLE) {
buffer[pos++] = PAD;
buffer[pos++] = PAD;
}
break;
case 2:
buffer[pos++] = encodeTable[(x >> 10) & MASK_6BITS];
buffer[pos++] = encodeTable[(x >> 4) & MASK_6BITS];
buffer[pos++] = encodeTable[(x << 2) & MASK_6BITS];
if (encodeTable == STANDARD_ENCODE_TABLE) {
buffer[pos++] = PAD;
}
break;
}
byte byteVar1 = byteLiteral2;
if (lineLength > 0 && pos > 0 && buffer[pos - 1] != byteVar1) {
System.arraycopy(lineSeparator, 0, buffer, pos, lineSeparator.length);
pos += lineSeparator.length;
}
} else {
for (int intVar6 = intLiteral7; intVar3 < intLiteral1; intVar3++) {
if (buffer == null || buffer.length - pos < encodeSize) {
resizeBuffer();
}
modulus = (++modulus) % 3;
int byteVar1 = intLiteral5;
if (byteVar1 < 0) {
byteVar1 += 256;
}
x = (x << 8) + byteVar1;
if (0 == modulus) {
buffer[pos++] = encodeTable[(x >> 18) & MASK_6BITS];
buffer[pos++] = encodeTable[(x >> 12) & MASK_6BITS];
buffer[pos++] = encodeTable[(x >> 6) & MASK_6BITS];
buffer[pos++] = encodeTable[x & MASK_6BITS];
currentLinePos += 4;
if (lineLength > 0 && lineLength <= currentLinePos) {
System.arraycopy(lineSeparator, 0, buffer, pos, lineSeparator.length);
pos += lineSeparator.length;
currentLinePos = 0;
}
}
}
}
}",0
"private static int[] body(int[] schedule, int eSwap0, int eSwap1) {
int intVar1 = intLiteral2;
int intVar3 = intLiteral2;
int intVar4 = intLiteral2;
for (int intVar10 = intLiteral11; intVar5 < intLiteral1; intVar5++) {
for (int intVar12 = intLiteral11; intVar6 < intLiteral2; intVar6 += 4) {
intVar1 = dEncrypt(intVar1, intVar3, intVar6, eSwap0, eSwap1, schedule);
intVar3 = dEncrypt(intVar3, intVar1, intVar6 + 2, eSwap0, eSwap1, schedule);
}
intVar4 = intVar1;
intVar1 = intVar3;
intVar3 = intVar4;
}
intVar4 = intVar3;
intVar3 = intVar1 >>> 1 | intVar1 << 31;
intVar1 = intVar4 >>> 1 | intVar4 << 31;
intVar1 &= 0xffffffff;
intVar3 &= 0xffffffff;
int[] intArrayVar7 = intArrayLiteral8;
permOp(intVar3, intVar1, 1, 0x55555555, intArrayVar7);
intVar3 = intArrayVar7[0];
intVar1 = intArrayVar7[1];
permOp(intVar1, intVar3, 8, 0xff00ff, intArrayVar7);
intVar1 = intArrayVar7[0];
intVar3 = intArrayVar7[1];
permOp(intVar3, intVar1, 2, 0x33333333, intArrayVar7);
intVar3 = intArrayVar7[0];
intVar1 = intArrayVar7[1];
permOp(intVar1, intVar3, 16, 65535, intArrayVar7);
intVar1 = intArrayVar7[0];
intVar3 = intArrayVar7[1];
permOp(intVar3, intVar1, 4, 0xf0f0f0f, intArrayVar7);
intVar3 = intArrayVar7[0];
intVar1 = intArrayVar7[1];
int[] intArrayVar9 = intArrayLiteral8;
intArrayVar9[0] = intVar1;
intArrayVar9[1] = intVar3;
return intArrayVar9;
}",1
private final byte byteVar1 = byteLiteral2;,1
"public String colognePhonetic(String text) {
if (text == null) {
return null;
}
final CologneInputBuffer cologneinputbufferVar1 = cologneinputbufferLiteral2;
final CologneOutputBuffer cologneoutputbufferVar3 = cologneoutputbufferLiteral4;
char charVar5;
final char charVar6 = charLiteral7;
final char charVar8 = charLiteral9;
char charVar10 = charLiteral11;
char charVar12 = charLiteral13;
char charVar14;
char charVar15;
while (cologneinputbufferVar1.length() > 0) {
charVar15 = cologneinputbufferVar1.removeNext();
if (cologneinputbufferVar1.length() > 0) {
charVar5 = cologneinputbufferVar1.getNextChar();
} else {
charVar5 = charVar8;
}
if (arrayContains(AEIJOUY, charVar15)) {
charVar14 = '0';
} else if (charVar15 == 'H' || charVar15 < 'A' || charVar15 > 'Z') {
if (charVar12 == charVar6) {
continue;
}
charVar14 = charVar8;
} else if (charVar15 == 'B' || (charVar15 == 'P' && charVar5 != 'H')) {
charVar14 = '1';
} else if ((charVar15 == 'D' || charVar15 == 'T') && !arrayContains(SCZ, charVar5)) {
charVar14 = '2';
} else if (arrayContains(WFPV, charVar15)) {
charVar14 = '3';
} else if (arrayContains(GKQ, charVar15)) {
charVar14 = '4';
} else if (charVar15 == 'X' && !arrayContains(CKQ, charVar10)) {
charVar14 = '4';
cologneinputbufferVar1.addLeft('S');
} else if (charVar15 == 'S' || charVar15 == 'Z') {
charVar14 = '8';
} else if (charVar15 == 'C') {
if (charVar12 == charVar6) {
if (arrayContains(AHKLOQRUX, charVar5)) {
charVar14 = '4';
} else {
charVar14 = '8';
}
} else {
if (arrayContains(SZ, charVar10) || !arrayContains(AHOUKQX, charVar5)) {
charVar14 = '8';
} else {
charVar14 = '4';
}
}
} else if (arrayContains(TDX, charVar15)) {
charVar14 = '8';
} else if (charVar15 == 'R') {
charVar14 = '7';
} else if (charVar15 == 'L') {
charVar14 = '5';
} else if (charVar15 == 'M' || charVar15 == 'N') {
charVar14 = '6';
} else {
charVar14 = charVar15;
throw new RuntimeException();
}
if (charVar14 != charVar8 && (charVar12 != charVar14 && (charVar14 != '0' || charVar12 == charVar6) || charVar14 < '0' || charVar14 > '8')) {
cologneoutputbufferVar3.addRight(charVar14);
}
charVar10 = charVar15;
charVar12 = charVar14;
}
return cologneoutputbufferVar3.toString();
}",0
"public static String crypt(byte[] original, String salt) {
if (salt == null) {
Random randomVar1 = randomLiteral2;
int intVar3 = intLiteral4;
salt = """" + SALT_CHARS[Math.abs(randomVar1.nextInt()) % intVar3] + SALT_CHARS[Math.abs(randomVar1.nextInt()) % intVar3];
} else if (!salt.matches(""^["" + B64.B64T + ""]{2,}$"")) {
throw new IllegalArgumentException(""Invalid salt value: "" + salt);
}
for (; salt.length() < 2; salt = salt + ""A"") {
}
StringBuilder stringbuilderVar5 = stringbuilderLiteral6;
char charVar7 = charLiteral8;
char charVar9 = charLiteral10;
stringbuilderVar5.setCharAt(0, charVar7);
stringbuilderVar5.setCharAt(1, charVar9);
int intVar11 = intLiteral12;
int intVar13 = intLiteral14;
byte[] byteArrayVar15 = byteArrayLiteral16;
for (int intVar33 = intLiteral34; intVar17 < intLiteral1; intVar17++) {
byteArrayVar15[intVar17] = 0;
}
for (int intVar33 = intLiteral34; intVar17 < byteArrayVar15.length && intLiteral2; intVar17++) {
int intVar19 = intLiteral20;
byteArrayVar15[intVar17] = (byte) (intVar19 << 1);
}
int[] intArrayVar21 = intArrayLiteral22;
int[] intArrayVar23 = intArrayLiteral24;
byte[] byteArrayVar25 = byteArrayLiteral26;
intToFourBytes(intArrayVar23[0], byteArrayVar25, 0);
intToFourBytes(intArrayVar23[1], byteArrayVar25, 4);
byteArrayVar25[8] = 0;
int intVar17 = intLiteral27;
int intVar28 = intLiteral18;
int intVar29 = intLiteral30;
for (; intVar17 < intLiteral3; intVar17++) {
int intVar31 = intLiteral18;
int intVar32 = intLiteral18;
for (; intVar31 < intLiteral4; intVar31++) {
intVar32 <<= 1;
if ((byteArrayVar25[intVar28] & intVar29) != 0) {
intVar32 |= 0x1;
}
intVar29 >>>= 1;
if (intVar29 == 0) {
intVar28++;
intVar29 = 128;
}
stringbuilderVar5.setCharAt(intVar17, (char) COV2CHAR[intVar32]);
}
}
return stringbuilderVar5.toString();
}",0
"public Base64(int lineLength, byte[] lineSeparator) {
this.lineLength = lineLength;
this.lineSeparator = lineSeparator;
if (lineLength > 0) {
this.encodeSize = 4 + lineSeparator.length;
} else {
this.encodeSize = 4;
}
this.decodeSize = encodeSize - 1;
if (containsBase64Byte(lineSeparator)) {
String stringVar1;
try {
stringVar1 = new String(lineSeparator, ""UTF-8"");
} catch (UnsupportedEncodingException uee) {
stringVar1 = new String(lineSeparator);
}
throw new IllegalArgumentException(""lineSeperator must not contain base64 characters: ["" + stringVar1 + ""]"");
}
}",1
"void encode(byte[] in, int inPos, int inAvail) {
if (eof) {
return;
}
if (inAvail < 0) {
eof = true;
if (0 == modulus && lineLength == 0) {
return;
}
ensureBufferSize(encodeSize);
int intVar1 = intLiteral2;
switch(modulus) {
case 1:
buffer[pos++] = encodeTable[(int) (bitWorkArea >> 3) & MASK_5BITS];
buffer[pos++] = encodeTable[(int) (bitWorkArea << 2) & MASK_5BITS];
buffer[pos++] = PAD;
buffer[pos++] = PAD;
buffer[pos++] = PAD;
buffer[pos++] = PAD;
buffer[pos++] = PAD;
buffer[pos++] = PAD;
break;
case 2:
buffer[pos++] = encodeTable[(int) (bitWorkArea >> 11) & MASK_5BITS];
buffer[pos++] = encodeTable[(int) (bitWorkArea >> 6) & MASK_5BITS];
buffer[pos++] = encodeTable[(int) (bitWorkArea >> 1) & MASK_5BITS];
buffer[pos++] = encodeTable[(int) (bitWorkArea << 4) & MASK_5BITS];
buffer[pos++] = PAD;
buffer[pos++] = PAD;
buffer[pos++] = PAD;
buffer[pos++] = PAD;
break;
case 3:
buffer[pos++] = encodeTable[(int) (bitWorkArea >> 19) & MASK_5BITS];
buffer[pos++] = encodeTable[(int) (bitWorkArea >> 14) & MASK_5BITS];
buffer[pos++] = encodeTable[(int) (bitWorkArea >> 9) & MASK_5BITS];
buffer[pos++] = encodeTable[(int) (bitWorkArea >> 4) & MASK_5BITS];
buffer[pos++] = encodeTable[(int) (bitWorkArea << 1) & MASK_5BITS];
buffer[pos++] = PAD;
buffer[pos++] = PAD;
buffer[pos++] = PAD;
break;
case 4:
buffer[pos++] = encodeTable[(int) (bitWorkArea >> 27) & MASK_5BITS];
buffer[pos++] = encodeTable[(int) (bitWorkArea >> 22) & MASK_5BITS];
buffer[pos++] = encodeTable[(int) (bitWorkArea >> 17) & MASK_5BITS];
buffer[pos++] = encodeTable[(int) (bitWorkArea >> 12) & MASK_5BITS];
buffer[pos++] = encodeTable[(int) (bitWorkArea >> 7) & MASK_5BITS];
buffer[pos++] = encodeTable[(int) (bitWorkArea >> 2) & MASK_5BITS];
buffer[pos++] = encodeTable[(int) (bitWorkArea << 3) & MASK_5BITS];
buffer[pos++] = PAD;
break;
}
currentLinePos += pos - intVar1;
if (lineLength > 0 && currentLinePos > 0) {
System.arraycopy(lineSeparator, 0, buffer, pos, lineSeparator.length);
pos += lineSeparator.length;
}
} else {
for (int intVar7 = intLiteral8; intVar3 < intLiteral1; intVar3++) {
ensureBufferSize(encodeSize);
modulus = (++modulus) % BYTES_PER_UNENCODED_BLOCK;
int intVar5 = intLiteral6;
if (intVar5 < 0) {
intVar5 += 256;
}
bitWorkArea = (bitWorkArea << 8) + intVar5;
if (0 == modulus) {
buffer[pos++] = encodeTable[(int) (bitWorkArea >> 35) & MASK_5BITS];
buffer[pos++] = encodeTable[(int) (bitWorkArea >> 30) & MASK_5BITS];
buffer[pos++] = encodeTable[(int) (bitWorkArea >> 25) & MASK_5BITS];
buffer[pos++] = encodeTable[(int) (bitWorkArea >> 20) & MASK_5BITS];
buffer[pos++] = encodeTable[(int) (bitWorkArea >> 15) & MASK_5BITS];
buffer[pos++] = encodeTable[(int) (bitWorkArea >> 10) & MASK_5BITS];
buffer[pos++] = encodeTable[(int) (bitWorkArea >> 5) & MASK_5BITS];
buffer[pos++] = encodeTable[(int) bitWorkArea & MASK_5BITS];
currentLinePos += BYTES_PER_ENCODED_BLOCK;
if (lineLength > 0 && lineLength <= currentLinePos) {
System.arraycopy(lineSeparator, 0, buffer, pos, lineSeparator.length);
pos += lineSeparator.length;
currentLinePos = 0;
}
}
}
}
}",0
"public Base64(int lineLength, byte[] lineSeparator, boolean urlSafe) {
this.lineLength = lineLength;
this.lineSeparator = new byte[lineSeparator.length];
System.arraycopy(lineSeparator, 0, this.lineSeparator, 0, lineSeparator.length);
if (lineLength > 0) {
this.encodeSize = 4 + lineSeparator.length;
} else {
this.encodeSize = 4;
}
this.decodeSize = this.encodeSize - 1;
if (containsBase64Byte(lineSeparator)) {
String stringVar1;
try {
stringVar1 = new String(lineSeparator, ""UTF-8"");
} catch (UnsupportedEncodingException uee) {
stringVar1 = new String(lineSeparator);
}
throw new IllegalArgumentException(""lineSeperator must not contain base64 characters: ["" + stringVar1 + ""]"");
}
this.encodeTable = urlSafe ? URL_SAFE_ENCODE_TABLE : STANDARD_ENCODE_TABLE;
}",1
"@Override
void decode(byte[] in, int inPos, int inAvail) {
if (eof) {
return;
}
if (inAvail < 0) {
eof = true;
}
for (int intVar7 = intLiteral8; intVar1 < intLiteral1; intVar1++) {
byte byteVar3 = byteLiteral4;
if (byteVar3 == PAD) {
eof = true;
break;
} else {
ensureBufferSize(decodeSize);
if (byteVar3 >= 0 && byteVar3 < this.decodeTable.length) {
int intVar5 = intLiteral6;
if (intVar5 >= 0) {
modulus = (modulus + 1) % BYTES_PER_ENCODED_BLOCK;
bitWorkArea = (bitWorkArea << BITS_PER_ENCODED_BYTE) + intVar5;
if (modulus == 0) {
buffer[pos++] = (byte) ((bitWorkArea >> 32) & MASK_8BITS);
buffer[pos++] = (byte) ((bitWorkArea >> 24) & MASK_8BITS);
buffer[pos++] = (byte) ((bitWorkArea >> 16) & MASK_8BITS);
buffer[pos++] = (byte) ((bitWorkArea >> 8) & MASK_8BITS);
buffer[pos++] = (byte) (bitWorkArea & MASK_8BITS);
}
}
}
}
}
// Two forms of EOF as far as Base32 decoder is concerned: actual
if (eof && modulus >= 2) {
ensureBufferSize(decodeSize);
switch(modulus) {
case 2:
buffer[pos++] = (byte) ((bitWorkArea >> 2) & MASK_8BITS);
break;
case 3:
buffer[pos++] = (byte) ((bitWorkArea >> 7) & MASK_8BITS);
break;
case 4:
bitWorkArea = bitWorkArea >> 4;
buffer[pos++] = (byte) ((bitWorkArea >> 8) & MASK_8BITS);
buffer[pos++] = (byte) ((bitWorkArea) & MASK_8BITS);
break;
case 5:
bitWorkArea = bitWorkArea >> 1;
buffer[pos++] = (byte) ((bitWorkArea >> 16) & MASK_8BITS);
buffer[pos++] = (byte) ((bitWorkArea >> 8) & MASK_8BITS);
buffer[pos++] = (byte) ((bitWorkArea) & MASK_8BITS);
break;
case 6:
bitWorkArea = bitWorkArea >> 6;
buffer[pos++] = (byte) ((bitWorkArea >> 16) & MASK_8BITS);
buffer[pos++] = (byte) ((bitWorkArea >> 8) & MASK_8BITS);
buffer[pos++] = (byte) ((bitWorkArea) & MASK_8BITS);
break;
case 7:
bitWorkArea = bitWorkArea >> 3;
buffer[pos++] = (byte) ((bitWorkArea >> 24) & MASK_8BITS);
buffer[pos++] = (byte) ((bitWorkArea >> 16) & MASK_8BITS);
buffer[pos++] = (byte) ((bitWorkArea >> 8) & MASK_8BITS);
buffer[pos++] = (byte) ((bitWorkArea) & MASK_8BITS);
break;
}
}
}",0
public static final char[] charArrayVar1 = charArrayLiteral2;,1
"private static String sha2Crypt(byte[] keyBytes, String salt, String saltPrefix, int blocksize, String algorithm) throws Exception {
int intVar1 = intLiteral2;
int intVar3 = intLiteral4;
boolean booleanVar5 = booleanLiteral6;
if (salt == null) {
throw new IllegalArgumentException(""Invalid salt value: null"");
}
Pattern patternVar7 = patternLiteral8;
Matcher matcherVar9 = matcherLiteral10;
if (matcherVar9 == null || !matcherVar9.find()) {
throw new IllegalArgumentException(""Invalid salt value: "" + salt);
}
if (matcherVar9.group(3) != null) {
intVar3 = Integer.valueOf(matcherVar9.group(3));
intVar3 = Math.max(ROUNDS_MIN, Math.min(ROUNDS_MAX, intVar3));
booleanVar5 = true;
}
String stringVar11 = stringLiteral12;
byte[] byteArrayVar13 = byteArrayLiteral14;
int intVar15 = intLiteral16;
MessageDigest messagedigestVar17 = messagedigestLiteral18;
messagedigestVar17.update(keyBytes);
// NB: the MD5 algorithm did add the $1$ salt_prefix. This is not deemed
messagedigestVar17.update(byteArrayVar13);
MessageDigest messagedigestVar19 = messagedigestLiteral18;
messagedigestVar19.update(keyBytes);
messagedigestVar19.update(byteArrayVar13);
messagedigestVar19.update(keyBytes);
byte[] byteArrayVar20 = byteArrayLiteral21;
int intVar22 = intLiteral2;
while (intVar22 > blocksize) {
messagedigestVar17.update(byteArrayVar20, 0, blocksize);
intVar22 -= blocksize;
}
messagedigestVar17.update(byteArrayVar20, 0, intVar22);
// NB: this step differs significantly from the MD5 algorithm. It
intVar22 = keyBytes.length;
while (intVar22 > 0) {
if ((intVar22 & 1) != 0) {
messagedigestVar17.update(byteArrayVar20, 0, blocksize);
} else {
messagedigestVar17.update(keyBytes);
}
intVar22 >>= 1;
}
byteArrayVar20 = messagedigestVar17.digest();
messagedigestVar19 = MessageDigest.getInstance(algorithm);
for (int intVar34 = intLiteral35; intVar23 <= intLiteral1; intVar23++) {
messagedigestVar19.update(keyBytes);
}
byte[] byteArrayVar25 = byteArrayLiteral21;
byte[] byteArrayVar26 = byteArrayLiteral27;
int intVar28 = intLiteral29;
while (intVar28 < intVar1 - blocksize) {
System.arraycopy(byteArrayVar25, 0, byteArrayVar26, intVar28, blocksize);
intVar28 += blocksize;
}
System.arraycopy(byteArrayVar25, 0, byteArrayVar26, intVar28, intVar1 - intVar28);
messagedigestVar19 = MessageDigest.getInstance(algorithm);
for (int intVar34 = intLiteral35; intVar23 <= intLiteral2; intVar23++) {
messagedigestVar19.update(byteArrayVar13);
}
byteArrayVar25 = messagedigestVar19.digest();
// Remark: The salt is limited to 16 chars, how does this make sense?
byte[] byteArrayVar30 = byteArrayLiteral31;
intVar28 = 0;
while (intVar28 < intVar15 - blocksize) {
System.arraycopy(byteArrayVar25, 0, byteArrayVar30, intVar28, blocksize);
intVar28 += blocksize;
}
System.arraycopy(byteArrayVar25, 0, byteArrayVar30, intVar28, intVar15 - intVar28);
for (int intVar34 = intLiteral36; intVar23 <= intLiteral3; intVar23++) {
messagedigestVar17 = MessageDigest.getInstance(algorithm);
if ((intVar23 & 1) != 0) {
messagedigestVar17.update(byteArrayVar26, 0, intVar1);
} else {
messagedigestVar17.update(byteArrayVar20, 0, blocksize);
}
if (intVar23 % 3 != 0) {
messagedigestVar17.update(byteArrayVar30, 0, intVar15);
}
if (intVar23 % 7 != 0) {
messagedigestVar17.update(byteArrayVar26, 0, intVar1);
}
if ((intVar23 & 1) != 0) {
messagedigestVar17.update(byteArrayVar20, 0, blocksize);
} else {
messagedigestVar17.update(byteArrayVar26, 0, intVar1);
}
byteArrayVar20 = messagedigestVar17.digest();
}
// size specified above, consisting of multiple pieces:
StringBuilder stringbuilderVar32 = stringbuilderLiteral33;
// follows:
// characters as output:
// 1. character: the six low bits of the first byte
// 2. character: the two high bits of the first byte and the
// 3. character: the four high bytes from the second byte and
// 4. character: the six high bits from the third byte
// This was just a safeguard in the C implementation:
if (blocksize == 32) {
B64.b64from24bit(byteArrayVar20[0], byteArrayVar20[10], byteArrayVar20[20], 4, stringbuilderVar32);
B64.b64from24bit(byteArrayVar20[21], byteArrayVar20[1], byteArrayVar20[11], 4, stringbuilderVar32);
B64.b64from24bit(byteArrayVar20[12], byteArrayVar20[22], byteArrayVar20[2], 4, stringbuilderVar32);
B64.b64from24bit(byteArrayVar20[3], byteArrayVar20[13], byteArrayVar20[23], 4, stringbuilderVar32);
B64.b64from24bit(byteArrayVar20[24], byteArrayVar20[4], byteArrayVar20[14], 4, stringbuilderVar32);
B64.b64from24bit(byteArrayVar20[15], byteArrayVar20[25], byteArrayVar20[5], 4, stringbuilderVar32);
B64.b64from24bit(byteArrayVar20[6], byteArrayVar20[16], byteArrayVar20[26], 4, stringbuilderVar32);
B64.b64from24bit(byteArrayVar20[27], byteArrayVar20[7], byteArrayVar20[17], 4, stringbuilderVar32);
B64.b64from24bit(byteArrayVar20[18], byteArrayVar20[28], byteArrayVar20[8], 4, stringbuilderVar32);
B64.b64from24bit(byteArrayVar20[9], byteArrayVar20[19], byteArrayVar20[29], 4, stringbuilderVar32);
B64.b64from24bit((byte) 0, byteArrayVar20[31], byteArrayVar20[30], 3, stringbuilderVar32);
} else {
B64.b64from24bit(byteArrayVar20[0], byteArrayVar20[21], byteArrayVar20[42], 4, stringbuilderVar32);
B64.b64from24bit(byteArrayVar20[22], byteArrayVar20[43], byteArrayVar20[1], 4, stringbuilderVar32);
B64.b64from24bit(byteArrayVar20[44], byteArrayVar20[2], byteArrayVar20[23], 4, stringbuilderVar32);
B64.b64from24bit(byteArrayVar20[3], byteArrayVar20[24], byteArrayVar20[45], 4, stringbuilderVar32);
B64.b64from24bit(byteArrayVar20[25], byteArrayVar20[46], byteArrayVar20[4], 4, stringbuilderVar32);
B64.b64from24bit(byteArrayVar20[47], byteArrayVar20[5], byteArrayVar20[26], 4, stringbuilderVar32);
B64.b64from24bit(byteArrayVar20[6], byteArrayVar20[27], byteArrayVar20[48], 4, stringbuilderVar32);
B64.b64from24bit(byteArrayVar20[28], byteArrayVar20[49], byteArrayVar20[7], 4, stringbuilderVar32);
B64.b64from24bit(byteArrayVar20[50], byteArrayVar20[8], byteArrayVar20[29], 4, stringbuilderVar32);
B64.b64from24bit(byteArrayVar20[9], byteArrayVar20[30], byteArrayVar20[51], 4, stringbuilderVar32);
B64.b64from24bit(byteArrayVar20[31], byteArrayVar20[52], byteArrayVar20[10], 4, stringbuilderVar32);
B64.b64from24bit(byteArrayVar20[53], byteArrayVar20[11], byteArrayVar20[32], 4, stringbuilderVar32);
B64.b64from24bit(byteArrayVar20[12], byteArrayVar20[33], byteArrayVar20[54], 4, stringbuilderVar32);
B64.b64from24bit(byteArrayVar20[34], byteArrayVar20[55], byteArrayVar20[13], 4, stringbuilderVar32);
B64.b64from24bit(byteArrayVar20[56], byteArrayVar20[14], byteArrayVar20[35], 4, stringbuilderVar32);
B64.b64from24bit(byteArrayVar20[15], byteArrayVar20[36], byteArrayVar20[57], 4, stringbuilderVar32);
B64.b64from24bit(byteArrayVar20[37], byteArrayVar20[58], byteArrayVar20[16], 4, stringbuilderVar32);
B64.b64from24bit(byteArrayVar20[59], byteArrayVar20[17], byteArrayVar20[38], 4, stringbuilderVar32);
B64.b64from24bit(byteArrayVar20[18], byteArrayVar20[39], byteArrayVar20[60], 4, stringbuilderVar32);
B64.b64from24bit(byteArrayVar20[40], byteArrayVar20[61], byteArrayVar20[19], 4, stringbuilderVar32);
B64.b64from24bit(byteArrayVar20[62], byteArrayVar20[20], byteArrayVar20[41], 4, stringbuilderVar32);
B64.b64from24bit((byte) 0, (byte) 0, byteArrayVar20[63], 2, stringbuilderVar32);
}
Arrays.fill(byteArrayVar25, (byte) 0);
Arrays.fill(byteArrayVar26, (byte) 0);
Arrays.fill(byteArrayVar30, (byte) 0);
messagedigestVar17.reset();
messagedigestVar19.reset();
Arrays.fill(keyBytes, (byte) 0);
Arrays.fill(byteArrayVar13, (byte) 0);
return stringbuilderVar32.toString();
}",1
protected final byte byteVar1 = byteLiteral2;,1
